Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Bern;3011;0;Bern;351;BE;2600709.952;1199572.713;de
Bern;3012;0;Bern;351;BE;2599040.437;1201167.523;de
Bern;3013;0;Bern;351;BE;2600576.095;1200569.895;de
Bern;3014;0;Bern;351;BE;2601505.272;1201236.046;de
Bern;3015;0;Bern;351;BE;2603515.886;1198792.077;de
Bern;3018;0;Bern;351;BE;2596229.026;1198089.777;de
Bern;3019;0;Bern;351;BE;2593094.244;1197769.533;de
Bern;3020;0;Bern;351;BE;2591033.117;1198450.140;de
Bern;3027;0;Bern;351;BE;2596071.459;1200498.244;de
Bolligen;3065;0;Bolligen;352;BE;2604386.145;1202664.003;de
Bremgarten b. Bern;3047;0;Bremgarten bei Bern;353;BE;2599673.898;1203050.170;de
Herrenschwanden;3037;0;Kirchlindach;354;BE;2598452.891;1203017.977;de
Kirchlindach;3038;0;Kirchlindach;354;BE;2598149.290;1205400.246;de
Wabern;3084;0;Köniz;355;BE;2600830.273;1197499.236;de
Spiegel b. Bern;3095;0;Köniz;355;BE;2599565.985;1197163.414;de
Liebefeld;3097;0;Köniz;355;BE;2598259.736;1197626.046;de
Köniz;3098;0;Köniz;355;BE;2598079.606;1196668.325;de
Köniz;3098;0;Köniz;355;BE;2599744.087;1197696.166;de
Schliern b. Köniz;3098;1;Köniz;355;BE;2598285.264;1195348.856;de
Gasel;3144;0;Köniz;355;BE;2597111.691;1194418.749;de
Niederscherli;3145;0;Köniz;355;BE;2595951.156;1192729.494;de
Mittelhäusern;3147;0;Köniz;355;BE;2594615.624;1191708.005;de
Niederwangen b. Bern;3172;0;Köniz;355;BE;2595297.076;1197198.841;de
Oberwangen b. Bern;3173;0;Köniz;355;BE;2594098.253;1196086.833;de
Thörishaus;3174;0;Köniz;355;BE;2593382.383;1193663.380;de
Gümligen;3073;0;Muri bei Bern;356;BE;2605378.809;1198220.094;de
Muri b. Bern;3074;0;Muri bei Bern;356;BE;2603796.399;1197476.069;de
Oberbalm;3096;0;Oberbalm;357;BE;2597407.276;1191316.491;de
Stettlen;3066;0;Stettlen;358;BE;2606390.859;1200898.904;de
Boll;3067;0;Vechigen;359;BE;2608295.609;1200277.434;de
Utzigen;3068;0;Vechigen;359;BE;2609592.585;1201089.875;de
Hinterkappelen;3032;0;Wohlen bei Bern;360;BE;2595344.483;1201870.411;de
Wohlen b. Bern;3033;0;Wohlen bei Bern;360;BE;2593686.824;1202174.959;de
Murzelen;3034;0;Wohlen bei Bern;360;BE;2590581.254;1203421.355;de
Uettligen;3043;0;Wohlen bei Bern;360;BE;2595972.368;1204025.855;de
Innerberg;3044;2;Wohlen bei Bern;360;BE;2590177.703;1204925.940;de
Säriswil;3049;0;Wohlen bei Bern;360;BE;2592053.720;1204530.994;de
Zollikofen;3052;0;Zollikofen;361;BE;2601733.408;1204649.486;de
Worblaufen;3048;0;Ittigen;362;BE;2601448.195;1203081.253;de
Ittigen;3063;0;Ittigen;362;BE;2603137.992;1202689.008;de
Ostermundigen;3072;0;Ostermundigen;363;BE;2603683.972;1200617.649;de
Biel/Bienne;2502;0;Biel/Bienne;371;BE;2585367.237;1221241.193;de
Biel/Bienne;2503;0;Biel/Bienne;371;BE;2586337.721;1220093.982;de
Biel/Bienne;2504;0;Biel/Bienne;371;BE;2588171.446;1222829.676;de
Biel/Bienne;2505;0;Biel/Bienne;371;BE;2583260.601;1220325.755;de
Magglingen/Macolin;2532;0;Evilard;372;BE;2583165.965;1221255.268;fr
Evilard;2533;0;Evilard;372;BE;2584906.731;1222112.975;fr
Arch;3296;0;Arch;381;BE;2599157.924;1223655.071;de
Büetigen;3263;0;Büetigen;382;BE;2592603.805;1217290.588;de
Büren an der Aare;3294;0;Büren an der Aare;383;BE;2595101.980;1220992.690;de
Diessbach b. Büren;3264;0;Diessbach bei Büren;385;BE;2594183.672;1217481.516;de
Dotzigen;3293;0;Dotzigen;386;BE;2592775.245;1218887.909;de
Lengnau BE;2543;0;Lengnau (BE);387;BE;2594735.828;1225715.994;de
Leuzigen;3297;0;Leuzigen;388;BE;2601193.223;1224687.663;de
Meienried;3294;2;Meienried;389;BE;2592622.045;1220860.375;de
Meinisberg;2554;0;Meinisberg;390;BE;2593203.394;1223423.456;de
Oberwil b. Büren;3298;0;Oberwil bei Büren;391;BE;2597775.814;1219558.988;de
Pieterlen;2542;0;Pieterlen;392;BE;2591634.110;1224802.470;de
Rüti b. Büren;3295;0;Rüti bei Büren;393;BE;2597596.646;1222611.598;de
Wengi b. Büren;3251;0;Wengi;394;BE;2597074.171;1214583.308;de
Aefligen;3426;0;Aefligen;401;BE;2608587.820;1216084.955;de
Alchenstorf;3473;0;Alchenstorf;402;BE;2615228.349;1219502.001;de
Bäriswil BE;3323;0;Bäriswil;403;BE;2607230.419;1207386.920;de
Burgdorf;3400;0;Burgdorf;404;BE;2614133.972;1211738.839;de
Ersigen;3423;0;Ersigen;405;BE;2611694.278;1216074.601;de
Niederösch;3424;0;Ersigen;405;BE;2613182.743;1218392.929;de
Oberösch;3424;2;Ersigen;405;BE;2612859.048;1217631.053;de
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;406;BE;2615805.919;1207286.139;de
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;406;BE;2616556.331;1204954.781;de
Biembach im Emmental;3419;0;Hasle bei Burgdorf;406;BE;2613504.683;1204695.073;de
Heimiswil;3412;0;Heimiswil;407;BE;2616810.701;1212665.919;de
Kaltacker;3413;0;Heimiswil;407;BE;2617997.411;1214000.174;de
Hellsau;3429;3;Hellsau;408;BE;2616165.080;1221671.838;de
Hindelbank;3324;0;Hindelbank;409;BE;2607706.370;1210086.633;de
Mötschwil;3324;2;Hindelbank;409;BE;2609784.868;1210874.675;de
Höchstetten;3429;2;Höchstetten;410;BE;2614617.219;1221582.230;de
Kernenried;3309;0;Kernenried;411;BE;2608449.643;1213204.688;de
Kirchberg BE;3422;0;Kirchberg (BE);412;BE;2611143.113;1214762.556;de
Koppigen;3425;0;Koppigen;413;BE;2611904.796;1220260.666;de
Hettiswil b. Hindelbank;3325;0;Krauchthal;414;BE;2608783.554;1208668.933;de
Krauchthal;3326;0;Krauchthal;414;BE;2609876.975;1206445.119;de
Lyssach;3421;0;Lyssach;415;BE;2610805.616;1212484.735;de
Oberburg;3414;0;Oberburg;418;BE;2613820.496;1209843.141;de
Lyssach;3421;0;Oberburg;418;BE;2611752.750;1210857.813;de
Rüdtligen;3422;1;Rüdtligen-Alchenflüh;420;BE;2609960.835;1215153.553;de
Alchenflüh;3422;2;Rüdtligen-Alchenflüh;420;BE;2610797.859;1214680.566;de
Rumendingen;3472;2;Rumendingen;421;BE;2615240.590;1217228.938;de
Rüti b. Lyssach;3421;2;Rüti bei Lyssach;422;BE;2610506.020;1211744.993;de
Willadingen;3425;2;Willadingen;423;BE;2613082.841;1221758.780;de
Wynigen;3472;0;Wynigen;424;BE;2617310.454;1217260.305;de
Rüedisbach;3474;0;Wynigen;424;BE;2620043.835;1218776.972;de
Corgémont;2606;0;Corgémont;431;BE;2577433.273;1227076.366;fr
Mont-Crosin;2610;4;Cormoret;432;BE;2569437.189;1225984.055;fr
Cormoret;2612;0;Cormoret;432;BE;2570847.525;1224731.815;fr
Cortébert;2607;0;Cortébert;433;BE;2574842.278;1226791.609;fr
Montagne-de-Courtelary;2608;2;Cortébert;433;BE;2575512.150;1224434.266;fr
Courtelary;2608;0;Courtelary;434;BE;2571999.243;1225538.116;fr
La Ferrière;2333;0;La Ferrière;435;BE;2558711.926;1221262.191;fr
Mont-Tramelan;2723;0;Mont-Tramelan;437;BE;2570812.790;1228614.788;fr
Orvin;2534;0;Orvin;438;BE;2583146.638;1223154.978;fr
Les Prés-d'Orvin;2534;2;Orvin;438;BE;2579907.331;1222544.195;fr
Renan BE;2616;0;Renan (BE);441;BE;2561337.404;1219699.796;fr
Romont BE;2538;0;Romont (BE);442;BE;2592553.979;1226439.761;fr
St-Imier;2610;0;Saint-Imier;443;BE;2566485.196;1222497.528;fr
Mont-Soleil;2610;2;Saint-Imier;443;BE;2565735.094;1223291.163;fr
Les Pontins;2610;3;Saint-Imier;443;BE;2566472.584;1220155.673;fr
Sonceboz-Sombeval;2605;0;Sonceboz-Sombeval;444;BE;2579535.356;1227161.830;fr
Sonvilier;2615;0;Sonvilier;445;BE;2564020.678;1221109.691;fr
Montagne-de-Sonvilier;2615;2;Sonvilier;445;BE;2562680.074;1218999.906;fr
Tramelan;2720;0;Tramelan;446;BE;2574138.296;1230301.380;fr
Les Reussilles;2722;0;Tramelan;446;BE;2573028.984;1230436.253;fr
Villeret;2613;0;Villeret;448;BE;2568043.844;1222917.150;fr
Frinvillier;2535;0;Sauge;449;BE;2586260.715;1224301.730;fr
Plagne;2536;0;Sauge;449;BE;2588538.065;1226393.311;fr
Vauffelin;2537;0;Sauge;449;BE;2589746.913;1226238.817;fr
Péry;2603;0;Péry-La Heutte;450;BE;2585671.060;1227128.900;fr
La Heutte;2604;0;Péry-La Heutte;450;BE;2583786.268;1226548.609;fr
Brüttelen;3237;0;Brüttelen;491;BE;2577859.869;1207961.051;de
Erlach;3235;0;Erlach;492;BE;2573913.991;1210163.445;de
Finsterhennen;2577;2;Finsterhennen;493;BE;2580214.766;1208363.828;de
Gals;3238;0;Gals;494;BE;2570430.264;1208608.219;de
Gampelen;3236;0;Gampelen;495;BE;2571152.338;1207130.564;de
Ins;3232;0;Ins;496;BE;2574395.030;1206504.725;de
Lüscherz;2576;0;Lüscherz;497;BE;2578184.749;1210664.783;de
Müntschemier;3225;0;Müntschemier;498;BE;2577445.286;1204744.115;de
Siselen BE;2577;0;Siselen;499;BE;2580970.499;1208947.415;de
Treiten;3226;0;Treiten;500;BE;2578883.716;1206484.651;de
Tschugg;3233;0;Tschugg;501;BE;2572436.013;1208483.463;de
Vinelz;3234;0;Vinelz;502;BE;2575115.999;1209246.806;de
Bätterkinden;3315;0;Bätterkinden;533;BE;2607717.220;1219783.754;de
Kräiligen;3315;1;Bätterkinden;533;BE;2607177.240;1222043.004;de
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;535;BE;2601141.635;1209589.616;de
Diemerswil;3053;3;Diemerswil;536;BE;2599185.703;1207559.648;de
Etzelkofen;3306;0;Fraubrunnen;538;BE;2603190.414;1214829.809;de
Grafenried;3308;0;Fraubrunnen;538;BE;2605778.335;1213949.895;de
Zauggenried;3309;2;Fraubrunnen;538;BE;2607770.390;1213579.764;de
Fraubrunnen;3312;0;Fraubrunnen;538;BE;2605942.960;1214791.575;de
Büren zum Hof;3313;0;Fraubrunnen;538;BE;2605702.038;1216088.980;de
Schalunen;3314;0;Fraubrunnen;538;BE;2606512.974;1217712.506;de
Limpach;3317;0;Fraubrunnen;538;BE;2604496.804;1217411.821;de
Mülchi;3317;1;Fraubrunnen;538;BE;2602657.769;1216754.728;de
Jegenstorf;3303;0;Jegenstorf;540;BE;2605195.090;1211024.666;de
Münchringen;3303;2;Jegenstorf;540;BE;2606349.869;1210577.281;de
Ballmoos;3303;4;Jegenstorf;540;BE;2602829.458;1209939.986;de
Scheunen;3305;2;Jegenstorf;540;BE;2601219.235;1213232.608;de
Iffwil;3305;0;Iffwil;541;BE;2603008.531;1212555.613;de
Mattstetten;3322;1;Mattstetten;543;BE;2605710.973;1208768.676;de
Moosseedorf;3302;0;Moosseedorf;544;BE;2603313.336;1207386.741;de
Münchenbuchsee;3053;0;Münchenbuchsee;546;BE;2600561.391;1207851.089;de
Urtenen-Schönbühl;3322;0;Urtenen-Schönbühl;551;BE;2604657.523;1208282.198;de
Utzenstorf;3427;0;Utzenstorf;552;BE;2609002.835;1219542.731;de
Wiggiswil;3053;4;Wiggiswil;553;BE;2602450.141;1208919.923;de
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;554;BE;2608889.679;1222384.410;de
Zielebach;4564;1;Zielebach;556;BE;2610186.390;1223188.320;de
Zuzwil BE;3303;3;Zuzwil (BE);557;BE;2602503.156;1211145.931;de
Adelboden;3715;0;Adelboden;561;BE;2609226.994;1149073.204;de
Aeschi b. Spiez;3703;0;Aeschi bei Spiez;562;BE;2619577.749;1167662.941;de
Aeschiried;3703;41;Aeschi bei Spiez;562;BE;2621966.654;1166040.686;de
Emdthal;3711;0;Aeschi bei Spiez;562;BE;2618757.574;1167106.760;de
Frutigen;3714;0;Frutigen;563;BE;2615640.846;1159665.869;de
Ried (Frutigen);3724;0;Frutigen;563;BE;2613281.446;1157011.598;de
Achseten;3725;0;Frutigen;563;BE;2612259.355;1152869.839;de
Kandergrund;3716;0;Kandergrund;564;BE;2617208.146;1154952.003;de
Blausee-Mitholz;3717;0;Kandergrund;564;BE;2618164.438;1153095.756;de
Kandersteg;3718;0;Kandersteg;565;BE;2618124.825;1149288.537;de
Krattigen;3704;0;Krattigen;566;BE;2621592.995;1167496.189;de
Mülenen;3711;2;Reichenbach im Kandertal;567;BE;2619477.719;1165233.176;de
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;567;BE;2619560.911;1163909.808;de
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;567;BE;2617176.349;1162060.155;de
Scharnachtal;3722;0;Reichenbach im Kandertal;567;BE;2619877.010;1162656.890;de
Kiental;3723;0;Reichenbach im Kandertal;567;BE;2621898.744;1159832.623;de
Sundlauenen;3800;5;Beatenberg;571;BE;2627304.866;1170758.276;de
Beatenberg;3803;0;Beatenberg;571;BE;2626934.925;1171703.716;de
Bönigen b. Interlaken;3806;0;Bönigen;572;BE;2635333.488;1170415.779;de
Brienz BE;3855;0;Brienz (BE);573;BE;2644686.731;1178504.428;de
Axalp;3855;1;Brienz (BE);573;BE;2645845.260;1174645.509;de
Brienzwiler;3856;0;Brienzwiler;574;BE;2650453.565;1177875.581;de
Därligen;3707;0;Därligen;575;BE;2628265.289;1167886.618;de
Burglauenen;3816;1;Grindelwald;576;BE;2641305.455;1165328.763;de
Grindelwald;3818;0;Grindelwald;576;BE;2646504.588;1163902.518;de
Gsteigwiler;3814;0;Gsteigwiler;577;BE;2633223.524;1167159.575;de
Wilderswil;3812;0;Gündlischwand;578;BE;2636181.550;1166906.217;de
Zweilütschinen;3815;0;Gündlischwand;578;BE;2635322.849;1164735.581;de
Gündlischwand;3815;2;Gündlischwand;578;BE;2636231.046;1164887.374;de
Habkern;3804;0;Habkern;579;BE;2632422.914;1174967.869;de
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;580;BE;2648343.364;1178282.925;de
Interlaken;3800;0;Interlaken;581;BE;2632453.930;1170717.809;de
Iseltwald;3807;0;Iseltwald;582;BE;2640230.520;1173294.638;de
Lauterbrunnen;3822;0;Lauterbrunnen;584;BE;2636016.305;1160272.303;de
Isenfluh;3822;2;Lauterbrunnen;584;BE;2635002.985;1163323.255;de
Wengen;3823;0;Lauterbrunnen;584;BE;2636828.563;1161886.623;de
Kleine Scheidegg;3823;1;Lauterbrunnen;584;BE;2639998.610;1159446.636;de
Eigergletscher;3823;2;Lauterbrunnen;584;BE;2641027.138;1158323.455;de
Stechelberg;3824;0;Lauterbrunnen;584;BE;2635507.074;1155302.408;de
Mürren;3825;0;Lauterbrunnen;584;BE;2634957.389;1156687.418;de
Gimmelwald;3826;0;Lauterbrunnen;584;BE;2634871.624;1155190.343;de
Leissigen;3706;0;Leissigen;585;BE;2625583.474;1167136.181;de
Lütschental;3816;0;Lütschental;586;BE;2639063.126;1165220.465;de
Matten b. Interlaken;3800;3;Matten bei Interlaken;587;BE;2632983.403;1169651.126;de
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;588;BE;2637522.615;1174062.801;de
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;589;BE;2639595.049;1176438.646;de
Goldswil b. Interlaken;3805;0;Ringgenberg (BE);590;BE;2633779.184;1171802.523;de
Ringgenberg BE;3852;0;Ringgenberg (BE);590;BE;2635017.385;1172284.956;de
Saxeten;3813;0;Saxeten;591;BE;2630042.280;1165106.439;de
Schwanden b. Brienz;3855;41;Schwanden bei Brienz;592;BE;2647343.989;1178641.200;de
Unterseen;3800;2;Unterseen;593;BE;2631433.755;1170793.364;de
Wilderswil;3812;0;Wilderswil;594;BE;2632972.295;1168407.558;de
Arni BE;3508;0;Arni (BE);602;BE;2617472.720;1198361.394;de
Biglen;3507;0;Biglen;603;BE;2614487.285;1197670.974;de
Bowil;3533;0;Bowil;605;BE;2619537.398;1193578.705;de
Brenzikofen;3671;0;Brenzikofen;606;BE;2613366.716;1185013.123;de
Freimettigen;3510;8;Freimettigen;607;BE;2614390.971;1190775.123;de
Schlosswil;3082;0;Grosshöchstetten;608;BE;2613185.863;1195301.953;de
Grosshöchstetten;3506;0;Grosshöchstetten;608;BE;2615467.821;1195127.473;de
Häutligen;3510;9;Häutligen;609;BE;2612816.765;1189620.968;de
Herbligen;3671;2;Herbligen;610;BE;2612936.858;1186254.166;de
Kiesen;3629;0;Kiesen;611;BE;2610439.240;1185376.028;de
Gysenstein;3503;0;Konolfingen;612;BE;2611900.596;1193173.631;de
Konolfingen;3510;0;Konolfingen;612;BE;2613784.925;1191909.928;de
Obergoldbach;3434;0;Landiswil;613;BE;2617824.631;1201084.695;de
Landiswil;3434;1;Landiswil;613;BE;2618372.795;1200838.931;de
Linden;3673;0;Linden;614;BE;2618194.236;1188483.091;de
Mirchel;3532;2;Mirchel;615;BE;2615895.583;1193854.698;de
Trimstein;3083;0;Münsingen;616;BE;2610774.073;1194966.443;de
Münsingen;3110;0;Münsingen;616;BE;2608899.165;1191709.869;de
Tägertschi;3111;0;Münsingen;616;BE;2611278.151;1191441.308;de
Niederhünigen;3504;0;Niederhünigen;617;BE;2615083.501;1191877.374;de
Oberdiessbach;3672;0;Oberdiessbach;619;BE;2614122.506;1187462.243;de
Aeschlen b. Oberdiessbach;3672;2;Oberdiessbach;619;BE;2615855.046;1187398.644;de
Bleiken b. Oberdiessbach;3674;0;Oberdiessbach;619;BE;2615281.890;1185029.650;de
Oberthal;3531;0;Oberthal;620;BE;2617993.980;1196197.573;de
Oppligen;3629;2;Oppligen;622;BE;2611920.293;1185445.673;de
Rubigen;3113;0;Rubigen;623;BE;2608428.848;1194095.161;de
Walkringen;3512;0;Walkringen;626;BE;2613413.631;1199676.638;de
Bigenthal;3513;0;Walkringen;626;BE;2614065.146;1201637.001;de
Rüfenacht BE;3075;0;Worb;627;BE;2607606.879;1197628.505;de
Vielbringen b. Worb;3075;2;Worb;627;BE;2608413.763;1196030.595;de
Worb;3076;0;Worb;627;BE;2609571.589;1197679.601;de
Enggistein;3077;0;Worb;627;BE;2612052.239;1197911.802;de
Richigen;3078;0;Worb;627;BE;2611294.430;1196438.376;de
Zäziwil;3532;0;Zäziwil;628;BE;2616949.694;1194616.874;de
Oberhünigen;3504;2;Oberhünigen;629;BE;2616764.261;1192092.143;de
Allmendingen b. Bern;3112;0;Allmendingen;630;BE;2606513.241;1195967.658;de
Wichtrach;3114;0;Wichtrach;632;BE;2610739.789;1188274.859;de
Clavaleyres;1595;2;Murten;2275;BE;2573530.226;1194319.800;de
Rizenbach;3206;0;Ferenbalm;662;BE;2583893.635;1199177.424;de
Ferenbalm;3206;1;Ferenbalm;662;BE;2582704.408;1199720.630;de
Biberen;3206;3;Ferenbalm;662;BE;2582746.864;1198799.771;de
Gammen;3206;4;Ferenbalm;662;BE;2583886.039;1196522.433;de
Frauenkappelen;3202;0;Frauenkappelen;663;BE;2592313.388;1200513.296;de
Gurbrü;3208;0;Gurbrü;665;BE;2583212.425;1201471.050;de
Kriechenwil;3179;0;Kriechenwil;666;BE;2583860.729;1195541.619;de
Laupen BE;3177;0;Laupen;667;BE;2584925.764;1194666.709;de
Mühleberg;3203;0;Mühleberg;668;BE;2586549.921;1200317.812;de
Rosshäusern;3204;0;Mühleberg;668;BE;2587604.785;1198062.380;de
Gümmenen;3205;0;Mühleberg;668;BE;2585590.348;1199217.118;de
Münchenwiler;1797;0;Münchenwiler;669;BE;2576209.298;1195673.575;de
Neuenegg;3176;0;Neuenegg;670;BE;2589321.003;1194009.875;de
Wileroltigen;3207;0;Wileroltigen;671;BE;2584797.270;1202212.148;de
Belprahon;2744;0;Belprahon;681;BE;2597523.149;1237274.128;fr
Champoz;2735;3;Champoz;683;BE;2589397.555;1233858.540;fr
Corcelles BE;2747;0;Corcelles (BE);687;BE;2601240.018;1237173.912;fr
Court;2738;0;Court;690;BE;2591942.234;1232121.576;fr
Crémines;2746;0;Crémines;691;BE;2600034.751;1237035.908;fr
Eschert;2743;0;Eschert;692;BE;2596989.946;1236078.033;fr
Grandval;2745;0;Grandval;694;BE;2598986.045;1236950.350;fr
Loveresse;2732;4;Loveresse;696;BE;2584669.123;1232378.868;fr
Moutier;2740;0;Moutier;700;BE;2594971.015;1236623.838;fr
Perrefitte;2742;0;Perrefitte;701;BE;2592680.986;1235987.103;fr
Reconvilier;2732;0;Reconvilier;703;BE;2583997.454;1231613.845;fr
Roches BE;2762;0;Roches (BE);704;BE;2595757.631;1239021.401;fr
Le Fuet;2712;0;Saicourt;706;BE;2580764.154;1232621.400;fr
Bellelay;2713;0;Saicourt;706;BE;2579541.860;1234820.099;fr
Saicourt;2732;2;Saicourt;706;BE;2582506.874;1232477.678;fr
Saules BE;2732;3;Saules (BE);707;BE;2583364.001;1232691.138;fr
Schelten;2827;2;Schelten;708;BE;2608514.796;1242354.134;de
Seehof;2747;2;Seehof;709;BE;2606529.328;1239313.888;de
Sorvilier;2736;0;Sorvilier;711;BE;2589932.283;1232063.873;fr
Tavannes;2710;0;Tavannes;713;BE;2581728.494;1230091.613;fr
La Tanne;2720;2;Tavannes;713;BE;2578552.166;1229999.786;fr
Rebévelier;2717;2;Rebévelier;715;BE;2581390.049;1237837.181;fr
Châtelat;2715;1;Petit-Val;716;BE;2581520.884;1235713.485;fr
Monible;2715;2;Petit-Val;716;BE;2581963.834;1236187.334;fr
Sornetan;2716;0;Petit-Val;716;BE;2582999.646;1235931.098;fr
Fornet-Dessous;2717;0;Petit-Val;716;BE;2579911.103;1236631.258;fr
Souboz;2748;0;Petit-Val;716;BE;2585214.418;1235933.373;fr
Les Ecorcheresses;2748;2;Petit-Val;716;BE;2587970.374;1236223.534;fr
Pontenet;2733;0;Valbirse;717;BE;2586053.151;1232016.999;fr
Bévilard;2735;2;Valbirse;717;BE;2588171.536;1231907.022;fr
Malleray;2735;4;Valbirse;717;BE;2587602.413;1231942.163;fr
La Neuveville;2520;0;La Neuveville;723;BE;2574052.211;1212660.565;fr
Nods;2518;0;Nods;724;BE;2572803.910;1217986.270;fr
Prêles;2515;0;Plateau de Diesse;726;BE;2576561.018;1216526.640;fr
Lamboing;2516;0;Plateau de Diesse;726;BE;2577060.495;1218529.611;fr
Diesse;2517;0;Plateau de Diesse;726;BE;2575621.383;1217968.795;fr
Aegerten;2558;0;Aegerten;731;BE;2588846.564;1218917.334;de
Bellmund;2564;0;Bellmund;732;BE;2585332.164;1217350.921;de
Brügg BE;2555;0;Brügg;733;BE;2587820.399;1219185.150;de
Bühl b. Aarberg;3274;2;Bühl;734;BE;2585410.329;1213215.180;de
Epsach;3272;2;Epsach;735;BE;2583524.801;1213295.186;de
Hagneck;2575;2;Hagneck;736;BE;2580955.721;1211931.678;de
Hermrigen;3274;0;Hermrigen;737;BE;2585216.640;1214511.365;de
Jens;2565;0;Jens;738;BE;2586710.548;1216161.381;de
Ipsach;2563;0;Ipsach;739;BE;2584563.384;1218494.553;de
Ligerz;2514;0;Ligerz;740;BE;2576973.740;1215027.199;de
Merzligen;3274;3;Merzligen;741;BE;2586006.833;1215198.256;de
Mörigen;2572;2;Mörigen;742;BE;2582786.930;1214837.560;de
Nidau;2560;0;Nidau;743;BE;2584970.368;1219358.464;de
Orpund;2552;0;Orpund;744;BE;2590457.064;1220703.469;de
Port;2562;0;Port;745;BE;2586096.066;1218486.656;de
Safnern;2553;0;Safnern;746;BE;2591592.664;1222158.983;de
Scheuren;2556;0;Scheuren;747;BE;2591068.076;1220421.231;de
Schwadernau;2556;2;Schwadernau;748;BE;2590071.829;1219654.501;de
Studen BE;2557;0;Studen (BE);749;BE;2589724.361;1218015.113;de
Sutz;2572;0;Sutz-Lattrigen;750;BE;2583169.094;1217023.470;de
Täuffelen;2575;0;Täuffelen;751;BE;2581772.620;1212702.109;de
Gerolfingen;2575;1;Täuffelen;751;BE;2581972.064;1213804.638;de
Walperswil;3272;0;Walperswil;754;BE;2584155.966;1212037.530;de
Worben;3252;0;Worben;755;BE;2588889.525;1216580.682;de
Tüscherz-Alfermée;2512;0;Twann-Tüscherz;756;BE;2581569.263;1218318.607;de
Twann;2513;0;Twann-Tüscherz;756;BE;2578837.356;1216074.325;de
Därstetten;3763;0;Därstetten;761;BE;2604368.390;1167507.951;de
Weissenburg;3764;0;Därstetten;761;BE;2602829.146;1167474.643;de
Oey;3753;0;Diemtigen;762;BE;2610774.658;1167641.235;de
Diemtigen;3754;0;Diemtigen;762;BE;2609758.915;1166468.673;de
Horboden;3755;0;Diemtigen;762;BE;2609614.628;1164357.044;de
Zwischenflüh;3756;0;Diemtigen;762;BE;2605895.970;1161801.331;de
Schwenden im Diemtigtal;3757;0;Diemtigen;762;BE;2603714.665;1158205.789;de
Latterbach;3758;0;Erlenbach im Simmental;763;BE;2610670.938;1168103.313;de
Erlenbach im Simmental;3762;0;Erlenbach im Simmental;763;BE;2608682.996;1167754.444;de
Oberwil im Simmental;3765;0;Oberwil im Simmental;766;BE;2599536.086;1167347.101;de
Reutigen;3647;0;Reutigen;767;BE;2613834.126;1171345.300;de
Gwatt (Thun);3645;0;Spiez;768;BE;2614408.016;1174152.140;de
Einigen;3646;0;Spiez;768;BE;2615858.149;1173156.856;de
Spiez;3700;0;Spiez;768;BE;2618246.565;1171084.139;de
Hondrich;3702;0;Spiez;768;BE;2618501.110;1169045.115;de
Faulensee;3705;0;Spiez;768;BE;2620199.666;1169469.018;de
Wimmis;3752;0;Wimmis;769;BE;2615048.000;1169101.703;de
Höfen b. Thun;3631;0;Stocken-Höfen;770;BE;2609564.281;1174672.351;de
Niederstocken;3632;2;Stocken-Höfen;770;BE;2610281.270;1173268.915;de
Oberstocken;3632;3;Stocken-Höfen;770;BE;2608851.483;1173849.064;de
Guttannen;3864;0;Guttannen;782;BE;2665146.801;1167438.250;de
Hasliberg Hohfluh;6083;0;Hasliberg;783;BE;2656184.144;1178086.201;de
Hasliberg Wasserwendi;6084;0;Hasliberg;783;BE;2657969.277;1177553.461;de
Hasliberg Goldern;6085;0;Hasliberg;783;BE;2658079.151;1176773.276;de
Hasliberg Reuti;6086;0;Hasliberg;783;BE;2658895.131;1176017.587;de
Innertkirchen;3862;0;Innertkirchen;784;BE;2660576.539;1173101.058;de
Gadmen;3863;0;Innertkirchen;784;BE;2669877.672;1176755.474;de
Unterbach BE;3857;0;Meiringen;785;BE;2651473.441;1176664.043;de
Meiringen;3860;0;Meiringen;785;BE;2657371.303;1175635.156;de
Brünig;3860;4;Meiringen;785;BE;2653445.900;1178725.421;de
Rosenlaui;3860;2;Schattenhalb;786;BE;2654724.758;1170066.498;de
Schattenhalb;3860;3;Schattenhalb;786;BE;2657483.441;1173141.215;de
Boltigen;3766;0;Boltigen;791;BE;2596602.030;1164351.094;de
Lenk im Simmental;3775;0;Lenk;792;BE;2600173.221;1145014.426;de
St. Stephan;3772;0;St. Stephan;793;BE;2597058.480;1150468.618;de
